WordPosition,Word,ListID,ParticipantID,ItemID,Sentence,RT,ConditionID
4,knew,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,540,B
5,which,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,335,B
6,dispute,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,229,B
7,the,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,376,B
8,scheme,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,295,B
9,to,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,288,B
10,benefit,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,257,B
11,promptly,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,215,B
12,and,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,440,B
13,fully,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,288,B
14,from,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,228,B
15,the,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,345,B
16,economic,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,275,B
17,upswing,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,296,B
18,would,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,377,B
19,settle,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,396,B
20,in,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,327,B
21,the,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,272,B
22,big,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,257,B
23,town.,4,4,Targ17,The city mayor knew which dispute the scheme to benefit promptly and fully from the economic upswing would settle in the big town.,260,B
1,The,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,304,A
2,oppressed,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,373,A
3,minority,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,348,A
4,learned,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,375,A
5,which,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,264,A
6,religious,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,300,A
7,groups,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,252,A
8,the,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,276,A
9,effort,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,280,A
10,to,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,368,A
11,battle,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,380,A
12,fiercely,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,380,A
13,and,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,416,A
14,relentlessly,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,516,A
15,for,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,381,A
16,civil,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,296,A
17,rights,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,320,A
18,would,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,348,A
19,help,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,307,A
20,in,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,317,A
21,the,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,268,A
22,future.,4,4,Targ03,The oppressed minority learned which religious groups the effort to battle fiercely and relentlessly for civil rights would help in the future.,260,A
1,The,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,368,B
2,teaching,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,436,B
3,assistant,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,332,B
4,knew,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,328,B
5,which,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,313,B
6,grading,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,263,B
7,criteria,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,457,B
8,the,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,287,B
9,request,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,325,B
10,to,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,355,B
11,ask,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,332,B
12,in,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,285,B
13,an,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,255,B
14,email,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,352,B
15,about,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,400,B
16,the,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,280,B
17,difficult,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,264,B
18,assignment,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,513,B
19,would,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,379,B
20,clarify,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,392,B
21,shortly,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,525,B
22,before,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,371,B
23,the,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,329,B
24,final,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,319,B
25,exam.,4,4,Targ06,The teaching assistant knew which grading criteria the request to ask in an email about the difficult assignment would clarify shortly before the final exam.,445,B
1,The,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,375,D
2,burly,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,400,D
3,sergeant,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,352,D
4,realized,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,480,D
5,which,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,520,D
6,problem,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,288,D
7,the,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,252,D
8,scheme,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,472,D
9,that,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,405,D
10,called,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,251,D
11,without,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,396,D
12,any,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,317,D
13,delay,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,251,D
14,for,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,520,D
15,immediate,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,489,D
16,action,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,483,D
17,would,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,332,D
18,solve,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,332,D
19,during,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,448,D
20,the,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,253,D
21,battle.,4,4,Targ05,The burly sergeant realized which problem the scheme that called without any delay for immediate action would solve during the battle.,291,D
1,The,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,364,D
2,departmental,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,464,D
3,chairman,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,328,D
4,remembered,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,308,D
5,which,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,384,D
6,inexpensive,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,228,D
7,materials,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,440,D
8,the,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,236,D
9,idea,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,380,D
10,that,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,280,D
11,helped,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,244,D
12,in,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,316,D
13,useful,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,228,D
14,ways,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,328,D
15,with,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,232,D
16,the,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,272,D
17,preparations,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,244,D
18,would,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,520,D
19,require,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,304,D
20,at,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,256,D
21,the,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,276,D
22,annual,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,308,D
23,convention.,4,4,Targ22,The departmental chairman remembered which inexpensive materials the idea that helped in useful ways with the preparations would require at the annual convention.,240,D
1,The,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,328,A
2,tour,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,324,A
3,guide,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,327,A
4,realized,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,241,A
5,which,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,279,A
6,travel,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,249,A
7,arrangements,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,279,A
8,the,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,381,A
9,plan,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,219,A
10,to,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,277,A
11,coordinate,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,280,A
12,in,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,272,A
13,every,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,251,A
14,detail,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,285,A
15,with,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,263,A
16,the,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,305,A
17,airline,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,264,A
18,schedule,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,575,A
19,would,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,341,A
20,complicate,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,591,A
21,during,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,309,A
22,the,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,251,A
23,business,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,244,A
24,trip.,4,4,Targ13,The tour guide realized which travel arrangements the plan to coordinate in every detail with the airline schedule would complicate during the business trip.,325,A
1,The,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,265,A
2,school,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,364,A
3,superintendent,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,284,A
4,learned,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,432,A
5,which,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,260,A
6,schools,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,240,A
7,the,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,240,A
8,proposal,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,268,A
9,to,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,216,A
10,expand,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,216,A
11,drastically,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,316,A
12,and,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,304,A
13,innovatively,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,308,A
14,upon,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,248,A
15,the,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,348,A
16,current,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,324,A
17,curriculum,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,240,A
18,would,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,484,A
19,overburden,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,252,A
20,during,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,224,A
21,the,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,292,A
22,following,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,216,A
23,semester.,4,4,Targ18,The school superintendent learned which schools the proposal to expand drastically and innovatively upon the current curriculum would overburden during the following semester.,204,A
1,The,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,313,C
2,generous,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,507,C
3,donor,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,300,C
4,learned,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,344,C
5,which,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,780,C
6,graduate,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,293,C
7,students,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,403,C
8,the,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,261,C
9,plan,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,268,C
10,that,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,236,C
11,benefited,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,192,C
12,to,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,199,C
13,the,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,312,C
14,fullest,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,377,C
15,extent,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,328,C
16,from,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,211,C
17,his,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,396,C
18,charity,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,256,C
19,would,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,224,C
20,support,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,289,C
21,at,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,211,C
22,the,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,208,C
23,big,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,148,C
24,university.,4,4,Targ07,The generous donor learned which graduate students the plan that benefited to the fullest extent from his charity would support at the big university.,353,C
1,The,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,353,D
2,isolated,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,307,D
3,farmers,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,348,D
4,learned,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,273,D
5,which,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,312,D
6,disaster,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,231,D
7,the,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,192,D
8,scheme,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,293,D
9,that,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,332,D
10,prepared,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,272,D
11,hurriedly,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,315,D
12,and,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,224,D
13,efficiently,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,468,D
14,for,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,721,D
15,the,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,215,D
16,violent,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,196,D
17,winter,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,200,D
18,storm,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,220,D
19,would,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,221,D
20,avert,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,227,D
21,during,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,200,D
22,the,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,212,D
23,snowy,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,217,D
24,season.,4,4,Targ15,The isolated farmers learned which disaster the scheme that prepared hurriedly and efficiently for the violent winter storm would avert during the snowy season.,208,D
1,The,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,313,A
2,chief,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,240,A
3,executive,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,224,A
4,learned,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,268,A
5,which,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,204,A
6,outdated,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,360,A
7,building,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,212,A
8,the,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,449,A
9,idea,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,231,A
10,to,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,276,A
11,expand,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,316,A
12,tastefully,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,264,A
13,and,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,388,A
14,creatively,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,296,A
15,upon,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,320,A
16,the,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,276,A
17,farmous,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,196,A
18,architect's,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,220,A
19,design,4,4,Targ01,The chief executive learned which outdated building the idea to expand tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,512,A
